order_id,customer_id,product_id,category,is_alexa_ordered,order_time_stamp,order_date,order_hour_of_day,cancel_hour_of_day,return_date,cancel_time_stamp
1220,13343743,7bLJT1nosWH8DRn0,Home and Kitchen,1.0,2016-01-12 16:14:25,2016-01-12,16,,,
1221,13343743,IAo14RHcUQlXe7w6,"Clothing, Shoes and Jewelry",0.0,2016-01-02 07:57:44,2016-01-02,7,,,
1222,13343743,tuRwabbFrGY4VD8s,Sports and Outdoors,0.0,2016-01-12 00:41:40,2016-01-12,0,,,
1223,13343743,w269bEIKLXjQINQZ,"Clothing, Shoes and Jewelry",0.0,2016-01-01 20:56:22,2016-01-01,20,,,
1224,13343743,p9ewHNtVT0LkzSVN,Electronics,0.0,2016-01-04 13:05:23,2016-01-04,13,,,
1225,13343743,gWSyJQZkS2yig8Ye,Books,0.0,2016-01-05 22:13:20,2016-01-05,22,,,
1226,13343743,UaSzlMy65fddFsrh,Books,0.0,2016-01-03 11:57:26,2016-01-03,11,,2016-01-10,
1227,13418595,S5U9caSseKMxI9IF,Sports and Outdoors,0.0,2016-01-02 12:33:33,2016-01-02,12,,,
1228,13418595,rT5WqB4NJFQlcT2B,Home and Kitchen,1.0,2016-01-02 15:44:01,2016-01-02,15,,,
1229,13418595,QS5YZNoR2aqvicbm,Sports and Outdoors,0.0,2016-01-09 17:15:30,2016-01-09,17,,,
1230,13418595,w236VbCClPY61YfM,Grocery and Gourmet Food,0.0,2016-01-13 04:00:03,2016-01-13,4,,,
1231,13418595,VCXVrBltkbN0wRRe,Home and Kitchen,0.0,2016-01-12 11:37:18,2016-01-12,11,11.0,,2016-01-21 11:37:18
1232,13418595,PrqRlzM3QRj1twmL,Home and Kitchen,0.0,2016-01-08 03:05:14,2016-01-08,3,,,
1233,13418595,tkPB9kwqtlg7Y3Za,Home and Kitchen,0.0,2016-01-13 06:23:21,2016-01-13,6,6.0,,2016-01-21 06:23:21
1234,13418595,DZofzW0PjEAGHIhu,Grocery and Gourmet Food,0.0,2016-01-15 01:04:14,2016-01-15,1,,,
1235,13418595,qbP5xZRCios9cJMw,Grocery and Gourmet Food,1.0,2016-01-04 00:34:34,2016-01-04,0,,,
1236,13418595,60kGCAQjVquu8MD4,Grocery and Gourmet Food,0.0,2016-01-13 21:44:10,2016-01-13,21,,,
1237,13448193,ZhXDcm8syG6Zp0fF,Home and Kitchen,1.0,2016-01-07 14:06:38,2016-01-07,14,,,
1238,13448193,yJH8t96BnDqQj2Mi,Electronics,0.0,2016-01-06 23:32:52,2016-01-06,23,,,
1239,13448193,MK3wWTN48IV3saxO,Grocery and Gourmet Food,0.0,2016-01-09 02:31:56,2016-01-09,2,,,
1240,13448193,LNfmLqokpPhV6zCx,Grocery and Gourmet Food,0.0,2016-01-14 22:55:00,2016-01-14,22,,,
1241,13504707,QfYb2Fxu2V5itOEG,Home and Kitchen,0.0,2016-01-11 14:38:50,2016-01-11,14,,,
1242,13504707,87lTRQoOYfYbKR5T,Electronics,0.0,2016-01-13 04:55:34,2016-01-13,4,,,
1243,13504707,HNZo1M2Mq4GSW1jM,Grocery and Gourmet Food,0.0,2016-01-02 02:41:46,2016-01-02,2,,,
1244,13504707,JJ0l7Is5uF5wAoUR,Grocery and Gourmet Food,1.0,2016-01-08 18:24:43,2016-01-08,18,,,
1245,13504707,Xka3M7Z9pZXlGKfT,Home and Kitchen,0.0,2016-01-13 05:57:56,2016-01-13,5,,,
1246,13504707,NhFzWIPUhw6i4oWw,Grocery and Gourmet Food,1.0,2016-01-12 04:52:12,2016-01-12,4,,,
1247,13504707,U8b1MtO5l057dlxA,Sports and Outdoors,0.0,2016-01-06 11:11:25,2016-01-06,11,,2016-01-10,
1248,13504707,COZCfhMDigbEh0SP,Home and Kitchen,1.0,2016-01-11 02:35:42,2016-01-11,2,,,
1249,13504707,5ogRKyNVI9cK68Vx,Home and Kitchen,0.0,2016-01-05 03:36:09,2016-01-05,3,,,
1250,13504707,XAMftlVa0LwLZwHK,"Clothing, Shoes and Jewelry",0.0,2016-01-05 20:55:08,2016-01-05,20,,,
1251,13504707,VmLFTrOovrTd1M0C,Home and Kitchen,0.0,2016-01-05 19:33:03,2016-01-05,19,,,
1252,13509532,Tw1UAjOSnBMBIknf,Grocery and Gourmet Food,0.0,2016-01-03 04:04:56,2016-01-03,4,,,
1253,13509532,om9h07mEBhXpAdmE,Home and Kitchen,1.0,2016-01-09 06:33:26,2016-01-09,6,,,
1254,13509532,6YR7GUy5PICxHiOt,Books,0.0,2016-01-06 20:26:23,2016-01-06,20,,2016-01-16,
1255,13509532,rpz5WTa6jM7F7O38,"Clothing, Shoes and Jewelry",0.0,2016-01-13 16:16:54,2016-01-13,16,16.0,,2016-01-22 16:16:54
1256,13509532,ZBfaGTlcLXNDZYEY,Home and Kitchen,0.0,2016-01-01 15:51:57,2016-01-01,15,,,
1257,13509532,Fjf8RAo4SnTwvboY,Grocery and Gourmet Food,0.0,2016-01-03 22:42:43,2016-01-03,22,,,
1258,13509532,5oLit0GhoZQhNcmA,Home and Kitchen,0.0,2016-01-09 21:16:28,2016-01-09,21,,,
1259,13509532,DXAX6JQbbrhOyt5Q,Grocery and Gourmet Food,0.0,2016-01-02 06:36:55,2016-01-02,6,,,
1260,13509532,EPxKLxQ9idgkhIXD,Electronics,0.0,2016-01-14 01:38:38,2016-01-14,1,,,
1261,13509532,ZqQKJ0XzrpF6EApE,Grocery and Gourmet Food,1.0,2016-01-09 05:59:43,2016-01-09,5,,,
1262,13509532,ZKWpzmaLlqazgLG1,Electronics,0.0,2016-01-07 15:03:20,2016-01-07,15,,,
1263,13509532,xeL0fH37cP5Vu7kd,Grocery and Gourmet Food,0.0,2016-01-04 17:05:49,2016-01-04,17,,,
1264,13509532,pm9y7FTOXk2Npqmf,"Clothing, Shoes and Jewelry",0.0,2016-01-06 10:39:26,2016-01-06,10,,,
1265,13509532,TAmhE4wk4OdWBdd1,"Clothing, Shoes and Jewelry",0.0,2016-01-14 07:34:10,2016-01-14,7,,,
1266,13509532,WveREQzG9XrOKJoB,Grocery and Gourmet Food,1.0,2016-01-10 00:23:35,2016-01-10,0,,,
1267,13510537,JwezipzGWwFYkKSj,Home and Kitchen,1.0,2016-01-06 15:58:35,2016-01-06,15,,,
1268,13510537,DhnvYTAoXGnCbaNd,"Clothing, Shoes and Jewelry",0.0,2016-01-09 16:25:47,2016-01-09,16,,,
1269,13510537,KOd6Lo9yKuarRutc,Books,0.0,2016-01-05 10:41:59,2016-01-05,10,,,
1270,13510537,x7PrnK0PPXwIr5yl,Books,0.0,2016-01-11 14:57:20,2016-01-11,14,,,
1271,13510537,Y8lWadluTvlHv0bC,Sports and Outdoors,0.0,2016-01-12 06:43:40,2016-01-12,6,,2016-01-19,
1272,13510537,FUqOUCJoiGQwoNGB,Home and Kitchen,0.0,2016-01-05 16:06:14,2016-01-05,16,16.0,,2016-01-13 16:06:14
1273,13510537,z9pjOu5OcTw84uaS,Books,0.0,2016-01-11 02:33:25,2016-01-11,2,,,
1274,13545254,JIiLJK0drfRnxc0x,Home and Kitchen,0.0,2016-01-10 08:05:52,2016-01-10,8,,,
1275,13545254,yUloUo0U4YjLCPI2,Grocery and Gourmet Food,0.0,2016-01-10 15:05:26,2016-01-10,15,,,
1276,13545254,jSkQhbCrhnOla8at,Electronics,0.0,2016-01-08 22:44:32,2016-01-08,22,,,
1277,13545254,7BSgBcQ6Tlz9Hz3x,Electronics,0.0,2016-01-07 23:48:13,2016-01-07,23,,,
1278,13545254,FRSWHJnHmLbuBJNB,Toys and Games,0.0,2016-01-06 07:05:10,2016-01-06,7,,,
1279,13545254,Vez9zpcOFqXB0xE6,"Clothing, Shoes and Jewelry",0.0,2016-01-10 03:40:32,2016-01-10,3,,,
1280,13545254,2y3v35dD0ocIRzLA,Home and Kitchen,1.0,2016-01-04 09:17:23,2016-01-04,9,,,
1281,13545254,HwRkCn7WNqXiUayM,Baby,0.0,2016-01-10 04:16:04,2016-01-10,4,,,
1282,13545254,VRLdOP3vf8Pzv6pq,Electronics,0.0,2016-01-05 13:52:15,2016-01-05,13,,2016-01-14,
1283,13545254,amMUSJoJMZRKzlb9,Baby,1.0,2016-01-05 03:27:37,2016-01-05,3,,,
1284,13545254,qjQ9rXiqMqE4nTBQ,Books,0.0,2016-01-08 05:56:56,2016-01-08,5,,,
1285,13545254,8RxLQzuMwPuEMsVX,Baby,0.0,2016-01-05 19:20:23,2016-01-05,19,,,
1286,13545254,JmwgJdUMxB5jH7cC,Baby,0.0,2016-01-14 09:11:29,2016-01-14,9,,,
1287,13545254,O1hyeqau6VibDgZ2,Home and Kitchen,0.0,2016-01-14 07:52:58,2016-01-14,7,,,
1288,13545254,SfVqwwv4q7CUHy4e,Home and Kitchen,0.0,2016-01-07 22:07:19,2016-01-07,22,,,
1289,13563347,TMAokKbNOQ04uTo4,Baby,0.0,2016-01-07 11:43:50,2016-01-07,11,,,
1290,13563347,biZVtRJCZFX5Igtr,Grocery and Gourmet Food,0.0,2016-01-06 23:49:19,2016-01-06,23,,,
1291,13563347,JTaxsTcET0jflSIa,Books,0.0,2016-01-12 20:33:34,2016-01-12,20,,,
1292,13563347,ySEZ2ufo4nQcgdmg,Home and Kitchen,1.0,2016-01-06 13:33:04,2016-01-06,13,,,
1293,13563347,9B1J1IouK6jpb4KS,Home and Kitchen,1.0,2016-01-07 15:28:45,2016-01-07,15,,,
1294,13563347,THC7Jmm4SCbCFyVj,Grocery and Gourmet Food,0.0,2016-01-08 03:28:50,2016-01-08,3,,,
1295,13563347,RnU1hOXYGz7w5yRm,Home and Kitchen,0.0,2016-01-13 12:01:09,2016-01-13,12,,,
1296,13563347,4yTPSycgstaEbOGP,Grocery and Gourmet Food,0.0,2016-01-09 04:50:21,2016-01-09,4,,,
1297,13563347,OK916gX7175kMdvT,Home and Kitchen,0.0,2016-01-05 17:34:59,2016-01-05,17,,,
1298,13563347,3SQaaXMU5yfI89kL,Toys and Games,0.0,2016-01-10 12:18:14,2016-01-10,12,,,
1299,13563347,R1bmSH4tklbwWap4,Home and Kitchen,0.0,2016-01-09 02:06:10,2016-01-09,2,,,
1300,13563347,BWAfj7sTvBzJTwyh,"Clothing, Shoes and Jewelry",0.0,2016-01-01 15:46:32,2016-01-01,15,,,
1301,13563347,ryKd4nPIyZnUdZoJ,Toys and Games,1.0,2016-01-01 16:08:59,2016-01-01,16,18.0,,2016-01-01 18:39:47
1302,13593277,UUPO1OXRaNtYlDaO,Home and Kitchen,0.0,2016-01-14 10:37:06,2016-01-14,10,,,
1303,13593277,Sf2AvMMHrnk0QC7u,Home and Kitchen,0.0,2016-01-10 19:35:19,2016-01-10,19,,,
1304,13593277,95MeDSJz43hkvHsA,Electronics,0.0,2016-01-11 11:39:06,2016-01-11,11,,,
1305,13593277,Yhv1avmxt2crIcPA,Grocery and Gourmet Food,0.0,2016-01-08 10:36:43,2016-01-08,10,,,
1306,13593277,FqH2lGeSWwESUHOt,Home and Kitchen,1.0,2016-01-10 04:08:50,2016-01-10,4,,,
1307,13593277,RHpZN1F1LyAUUtdO,Home and Kitchen,0.0,2016-01-05 02:05:14,2016-01-05,2,,,
1308,13593277,X7NZmPZDod3GvqH1,Grocery and Gourmet Food,0.0,2016-01-04 16:31:21,2016-01-04,16,,,
1309,13593277,jO1FujFMkKvpHrmm,Home and Kitchen,0.0,2016-01-04 09:44:54,2016-01-04,9,,,
1310,13593277,e1S02fok6NALf1Vj,Grocery and Gourmet Food,0.0,2016-01-03 14:31:35,2016-01-03,14,,,
1311,13593277,ACJRoKRn0dUGLd2u,Books,0.0,2016-01-03 17:05:52,2016-01-03,17,,2016-01-13,
1312,13623632,2kmv2NIu5wsR5rxK,Electronics,0.0,2016-01-04 01:58:59,2016-01-04,1,,,
1313,13623632,DLAwwIVVe0GaRiE1,Grocery and Gourmet Food,1.0,2016-01-05 22:31:11,2016-01-05,22,,,
1314,13623632,Os3WQibuPsSvvAev,Grocery and Gourmet Food,0.0,2016-01-06 23:47:28,2016-01-06,23,,,
1315,13623632,j3gH1Kj3ATz6Bm00,"Clothing, Shoes and Jewelry",0.0,2016-01-10 07:43:31,2016-01-10,7,,,
1316,13623632,dFJQ17BFWRn2rgyQ,Electronics,0.0,2016-01-02 21:27:26,2016-01-02,21,,,
1317,13623632,Xjj3UDCGKfa943H4,Books,0.0,2016-01-06 21:50:29,2016-01-06,21,,,
1318,13669630,VvbOi3dSbJYAShyi,Home and Kitchen,1.0,2016-01-10 12:38:36,2016-01-10,12,,,
1319,13669630,bCG5ReEtgLejwWg8,"Clothing, Shoes and Jewelry",0.0,2016-01-11 13:13:02,2016-01-11,13,,,
1320,13669630,rpVajMlZB1JkenhJ,Books,0.0,2016-01-11 15:37:08,2016-01-11,15,,2016-01-21,
1321,13669630,3TRzrQmTTA7CQBcZ,Grocery and Gourmet Food,0.0,2016-01-14 20:27:44,2016-01-14,20,,,
1322,13669630,UD63c5k8FSlqQpIr,Grocery and Gourmet Food,0.0,2016-01-07 16:57:46,2016-01-07,16,,,
1323,13669630,gCNr4NCwMoEXpqvS,Grocery and Gourmet Food,0.0,2016-01-12 04:29:32,2016-01-12,4,,,
1324,13737605,1qpUxU6pVQkmmyL8,Home and Kitchen,0.0,2016-01-11 00:57:15,2016-01-11,0,,,
1325,13737605,S7lW0mZX46hacPcp,Grocery and Gourmet Food,1.0,2016-01-01 21:27:02,2016-01-01,21,,,
1326,13737605,QSTkIHBCSw5CDbh8,Home and Kitchen,0.0,2016-01-14 11:55:16,2016-01-14,11,,,
1327,13737605,N2MsiubXlIIvgSdb,Home and Kitchen,0.0,2016-01-09 22:47:56,2016-01-09,22,,,
1328,13737605,WC2OfGqoRQXA5njU,Home and Kitchen,0.0,2016-01-12 17:03:20,2016-01-12,17,,,
1329,13737605,Bcevu5gVlEjZ3uDQ,Sports and Outdoors,0.0,2016-01-10 22:37:38,2016-01-10,22,,,
1330,13737605,Ok9sH2IFSRXhcdSn,Grocery and Gourmet Food,0.0,2016-01-03 07:23:19,2016-01-03,7,,,
1331,13737605,WC5DBj0ulvvXSjDa,Home and Kitchen,0.0,2016-01-10 05:43:35,2016-01-10,5,,,
1332,13853357,mEdsoP4sRhvrlSNQ,Electronics,0.0,2016-01-04 03:28:54,2016-01-04,3,,,
1333,13853357,FUqOUCJoiGQwoNGB,Home and Kitchen,0.0,2016-01-10 01:19:59,2016-01-10,1,,,
1334,13853357,MmurHDVDdZjHTYWy,Home and Kitchen,0.0,2016-01-12 09:51:54,2016-01-12,9,,,
1335,13853357,nKNjwcKE16zFi8ET,Home and Kitchen,0.0,2016-01-08 10:20:52,2016-01-08,10,,,
1336,13853357,4ZivqWppawLUXmGV,Home and Kitchen,1.0,2016-01-04 09:03:01,2016-01-04,9,,,
1336,13853357,4ZivqWppawLUXmGV,Home and Kitchen,1.0,2016-01-11 19:21:40,2016-01-11,19,,,
1337,13853357,iyHHd1Dm0xFDnrw9,Books,0.0,2016-01-08 13:48:41,2016-01-08,13,,,
1338,13853357,5xfrIwcDqxK5qerR,Baby,0.0,2016-01-13 05:49:38,2016-01-13,5,,2016-01-20,
1339,13853357,7u7oOa6q7cTRfdKO,Grocery and Gourmet Food,0.0,2016-01-12 01:37:42,2016-01-12,1,,,
1340,13853357,9SK4xwhNayyEY2q6,Baby,0.0,2016-01-12 17:07:09,2016-01-12,17,,,
1341,13853357,AHjuHerVEdCnXEbI,"Clothing, Shoes and Jewelry",0.0,2016-01-05 01:19:29,2016-01-05,1,,,
1342,13853357,4ZivqWppawLUXmGV,Home and Kitchen,1.0,2016-01-10 15:41:18,2016-01-10,15,,,
1342,13853357,4ZivqWppawLUXmGV,Home and Kitchen,1.0,2016-01-06 03:51:09,2016-01-06,3,,,
1343,13853357,fNgQ96Irf6q9X0nK,Home and Kitchen,0.0,2016-01-06 03:48:27,2016-01-06,3,,,
1344,13853357,I19cznpZ8rGY8pA5,Baby,0.0,2016-01-11 06:18:30,2016-01-11,6,,2016-01-15,
1345,13853357,4WTMjXG0cP7arcsv,Baby,0.0,2016-01-04 23:22:45,2016-01-04,23,,,
1346,13909182,dBwfB2JWl5D32rYn,Books,0.0,2016-01-14 03:11:46,2016-01-14,3,,,
1347,13909182,jiG3gZTh52yBD2eA,Home and Kitchen,0.0,2016-01-09 07:27:43,2016-01-09,7,7.0,,2016-01-17 07:27:43
1348,13909182,jaGkamxoxtFpZ24e,Books,0.0,2016-01-02 07:45:23,2016-01-02,7,,,
1349,13909182,gLIe8HiF6WCE8Hb0,Home and Kitchen,0.0,2016-01-05 15:53:45,2016-01-05,15,,,
1350,13909182,9zg07hUv7NxgGlTB,Home and Kitchen,0.0,2016-01-14 07:40:05,2016-01-14,7,,,
1351,13909182,LNfmLqokpPhV6zCx,Grocery and Gourmet Food,1.0,2016-01-04 03:30:22,2016-01-04,3,,,
1352,13910046,8xT1llb6aGcIvZF8,Home and Kitchen,0.0,2016-01-03 10:25:06,2016-01-03,10,,,
1353,13910046,NfoovqAvUmclVQ4s,Electronics,0.0,2016-01-06 15:20:02,2016-01-06,15,,,
1354,13910046,QxyCM6shVLGhDUtE,Home and Kitchen,0.0,2016-01-01 21:54:25,2016-01-01,21,,,
1355,13910046,KpDGqaZCJgvowZ2C,"Clothing, Shoes and Jewelry",0.0,2016-01-13 08:03:59,2016-01-13,8,,,
1356,13910046,DZofzW0PjEAGHIhu,Grocery and Gourmet Food,1.0,2016-01-09 04:00:03,2016-01-09,4,,,
1357,13915869,YYTidgmaBLxMM9um,Grocery and Gourmet Food,0.0,2016-01-12 23:42:10,2016-01-12,23,,,
1358,13915869,2uQ0suNR0YXsqMJb,Electronics,0.0,2016-01-11 18:56:40,2016-01-11,18,,,
1359,13915869,Dr7mYSuq07h3olih,Grocery and Gourmet Food,0.0,2016-01-05 18:08:25,2016-01-05,18,,,
1360,13915869,WnDUXA1EAOc44boT,Home and Kitchen,0.0,2016-01-09 14:04:20,2016-01-09,14,,,
1361,13915869,N2MsiubXlIIvgSdb,Home and Kitchen,0.0,2016-01-07 11:15:05,2016-01-07,11,,,
1362,13915869,71etaxWRlkv5ui94,Home and Kitchen,0.0,2016-01-02 08:05:00,2016-01-02,8,,,
1363,13915869,WkXxYbwzRdzWEwvP,Home and Kitchen,0.0,2016-01-08 16:52:32,2016-01-08,16,,,
1364,13915869,6PboEotl9oNjyj60,Home and Kitchen,0.0,2016-01-03 14:57:04,2016-01-03,14,,,
1365,13915869,P3yBuIFdkPEU0Xtv,Tools and Home Improvement,0.0,2016-01-02 03:54:04,2016-01-02,3,,,
1366,13915869,KL86bZToJRinQhZK,Home and Kitchen,1.0,2016-01-02 09:35:26,2016-01-02,9,,,
1367,13919609,gP2OfiCemu4PSLox,Home and Kitchen,0.0,2016-01-01 16:30:21,2016-01-01,16,,,
1368,13919609,p1omqnFSmO0xo6It,Grocery and Gourmet Food,0.0,2016-01-12 09:51:57,2016-01-12,9,,,
1369,13919609,SNpvsl3UcvxeAfn9,Grocery and Gourmet Food,0.0,2016-01-06 21:51:02,2016-01-06,21,,,
1370,13919609,wRhaHxmXRloki35U,Grocery and Gourmet Food,1.0,2016-01-09 06:58:07,2016-01-09,6,,,
1371,13919609,hejl5Nzc6nvy6MVt,Grocery and Gourmet Food,0.0,2016-01-09 04:47:33,2016-01-09,4,,,
1372,13919609,Iph98GzdYs6GHUcx,"Patio, Lawn and Garden",0.0,2016-01-09 09:12:26,2016-01-09,9,9.0,,2016-01-18 09:12:26
1373,13919609,IehjBvtkTQXX5r9i,Grocery and Gourmet Food,0.0,2016-01-03 21:29:18,2016-01-03,21,,,
1374,13919609,gico3TaKbqsseWA0,Sports and Outdoors,0.0,2016-01-04 17:43:54,2016-01-04,17,,,
1375,13919609,DQh05YgNh2o80RV0,Home and Kitchen,1.0,2016-01-08 13:25:23,2016-01-08,13,,,
1376,13919609,7frzRkSNTyP4XchF,Home and Kitchen,1.0,2016-01-08 00:06:27,2016-01-08,0,,,
1377,13919609,QORJam32kKMa40Oj,Grocery and Gourmet Food,0.0,2016-01-15 02:20:32,2016-01-15,2,,,
1378,13919609,mAayQDjPKR1rOfnP,Sports and Outdoors,0.0,2016-01-03 10:38:22,2016-01-03,10,,,
1379,13919609,zQLY8SGS2YJNnnHU,Grocery and Gourmet Food,1.0,2016-01-11 07:28:36,2016-01-11,7,,,
1380,13919609,jIm78XvzXBn4yC7A,Books,0.0,2016-01-09 06:12:14,2016-01-09,6,,,
1381,13919609,LNfmLqokpPhV6zCx,Grocery and Gourmet Food,0.0,2016-01-12 23:20:28,2016-01-12,23,,,
1382,13919609,9UiN8FrgRmDhT0fX,Books,0.0,2016-01-09 09:01:33,2016-01-09,9,,2016-01-15,
1383,13993596,uaSVhxshn023dECF,Toys and Games,0.0,2016-01-05 19:32:58,2016-01-05,19,,,
1384,13993596,Ed8obqTAZ9GrrCoT,Toys and Games,0.0,2016-01-09 02:47:38,2016-01-09,2,,,
1385,13993596,3LDcxmj0ENYJQibW,Toys and Games,0.0,2016-01-02 13:41:33,2016-01-02,13,,,
1386,13993596,Ir4lYHGgRBo9qDxs,Baby,1.0,2016-01-08 09:38:40,2016-01-08,9,,,
1387,13993596,BoSgdUcSk0jcyyUC,Grocery and Gourmet Food,0.0,2016-01-11 19:50:53,2016-01-11,19,,,
1388,13993596,WC5DBj0ulvvXSjDa,Home and Kitchen,0.0,2016-01-01 23:35:52,2016-01-01,23,,,
1389,13993596,NyA1OPrjQiV7NEGA,"Clothing, Shoes and Jewelry",0.0,2016-01-14 16:11:38,2016-01-14,16,,,
1390,13993596,wQgtEOHeyjDPsZLJ,Home and Kitchen,0.0,2016-01-15 00:23:25,2016-01-15,0,,,
1391,14028748,UFeuwSYeNZYXLoFI,Home and Kitchen,0.0,2016-01-06 16:53:28,2016-01-06,16,,,
1392,14028748,bW8F7uID038h8DFd,Toys and Games,0.0,2016-01-04 21:56:13,2016-01-04,21,,,
1393,14028748,IDpZGhk0F4S3KOiu,Grocery and Gourmet Food,0.0,2016-01-03 21:41:03,2016-01-03,21,,,
1394,14028748,3xEbwVM6sPgljIJ3,Grocery and Gourmet Food,0.0,2016-01-14 13:37:29,2016-01-14,13,,,
1395,14028748,LJD5zap3GkrBOlGu,Toys and Games,1.0,2016-01-12 17:59:27,2016-01-12,17,18.0,,2016-01-12 18:37:41
1396,14028748,GldWPe2vJ0Gnro9v,Baby,0.0,2016-01-07 23:05:41,2016-01-07,23,,,
1397,14028748,BmLrCwer8QKsrYOs,Home and Kitchen,0.0,2016-01-09 16:18:46,2016-01-09,16,,,
1398,14028748,tnzVAfuj5yao8k3z,Sports and Outdoors,0.0,2016-01-03 23:21:57,2016-01-03,23,,,
1399,14028748,noUbZoWrT1KXK3P6,Home and Kitchen,0.0,2016-01-04 02:12:52,2016-01-04,2,,,
1400,14028748,6J4TZF80tygbRryU,Grocery and Gourmet Food,0.0,2016-01-10 05:11:18,2016-01-10,5,,,
1401,14028748,KOPqjxuWOMU8NBC3,Home and Kitchen,0.0,2016-01-11 18:13:31,2016-01-11,18,,,
1402,14028748,LibQbzLqwVIxqZwE,Home and Kitchen,1.0,2016-01-12 08:05:54,2016-01-12,8,8.0,,2016-01-16 08:05:54
1403,14028748,Ws5vGUls51ITsjTK,Grocery and Gourmet Food,0.0,2016-01-12 01:50:47,2016-01-12,1,,,
1404,14028748,QjaQfRlihheiNubn,Electronics,0.0,2016-01-10 22:01:44,2016-01-10,22,,,
1405,14028748,f6jZk4KmVaOk1ElL,Toys and Games,0.0,2016-01-02 10:55:43,2016-01-02,10,,,
1406,14028748,D9QYduxSkCe9ZW04,Home and Kitchen,0.0,2016-01-14 16:35:14,2016-01-14,16,,,
1407,14028748,bRFEB0ZfpwzANTA8,"Clothing, Shoes and Jewelry",0.0,2016-01-09 19:21:18,2016-01-09,19,,,
1408,14028748,CkEwQMvQXy6IRNnl,Toys and Games,0.0,2016-01-01 17:55:33,2016-01-01,17,,,
1409,14028748,90Zc9A0TssFaBTCo,"Clothing, Shoes and Jewelry",0.0,2016-01-04 08:20:41,2016-01-04,8,,,
1410,14028748,jhnRURclkAIpkuhy,Grocery and Gourmet Food,0.0,2016-01-06 03:54:04,2016-01-06,3,,,
1411,14028748,qWuM5CcJrcJNJkSq,"Patio, Lawn and Garden",0.0,2016-01-10 23:34:46,2016-01-10,23,,,
1412,14028748,LKvMdkjWl6atUaa2,Toys and Games,0.0,2016-01-07 06:45:54,2016-01-07,6,,,
1413,14028748,Xwoe4sBItOa0DoJ0,"Clothing, Shoes and Jewelry",0.0,2016-01-08 16:16:36,2016-01-08,16,,,
1414,14056999,gZnHoUyaa7vhd3vS,Home and Kitchen,0.0,2016-01-13 04:04:29,2016-01-13,4,,,
1415,14056999,kOq8AuZUxYZVoPnt,Grocery and Gourmet Food,0.0,2016-01-12 02:19:40,2016-01-12,2,,,
1416,14056999,t0l7acFR00SWbWAD,"Clothing, Shoes and Jewelry",0.0,2016-01-10 06:51:37,2016-01-10,6,,,
1417,14056999,lXwcJEYKgxHBV9nK,Home and Kitchen,0.0,2016-01-11 03:41:22,2016-01-11,3,,,
1418,14056999,tMQlC72PzLNsmWc9,Electronics,0.0,2016-01-12 06:23:34,2016-01-12,6,,,
1419,14056999,akMZjpiosaJHiwEq,Sports and Outdoors,0.0,2016-01-12 14:54:18,2016-01-12,14,,,
1420,14056999,EuI7rgbqzaHwnr7S,Home and Kitchen,0.0,2016-01-12 03:35:50,2016-01-12,3,,,
1421,14056999,7TuTpCxBbpTaAjC7,"Clothing, Shoes and Jewelry",0.0,2016-01-03 15:10:11,2016-01-03,15,,,
1422,14056999,F1avfapQR30TPbol,Electronics,0.0,2016-01-08 18:22:09,2016-01-08,18,,,
1423,14056999,LDIJOLkIXNS1owal,Grocery and Gourmet Food,1.0,2016-01-13 05:49:18,2016-01-13,5,,,
1424,14083219,k1EEgad4AKaDGdBH,Toys and Games,1.0,2016-01-08 19:44:37,2016-01-08,19,0.0,,2016-01-09 00:24:24
1425,14083219,697JYhymtWYoSHtC,Toys and Games,0.0,2016-01-13 08:19:38,2016-01-13,8,,,
1426,14083219,kgI3Mcvdyyi4xYue,Home and Kitchen,0.0,2016-01-03 04:06:19,2016-01-03,4,,2016-01-12,
1427,14083219,4FuypxN5xWinbHTp,Grocery and Gourmet Food,0.0,2016-01-05 07:51:57,2016-01-05,7,,,
1428,14083219,jTxpaCpMtmJ3MOVX,Grocery and Gourmet Food,0.0,2016-01-03 19:54:52,2016-01-03,19,,,
1429,14083219,ceTuVMRoJ3eKa8J6,Electronics,0.0,2016-01-04 01:03:07,2016-01-04,1,,,
1430,14083219,79AwIU7sOsPFZYB5,Sports and Outdoors,0.0,2016-01-14 10:28:13,2016-01-14,10,,,
1431,14083219,MeaO1XXBhbUvV2k1,Grocery and Gourmet Food,1.0,2016-01-11 05:19:29,2016-01-11,5,,,
1432,14083219,sLDPgx6A1Y64hJT5,Grocery and Gourmet Food,0.0,2016-01-05 21:10:42,2016-01-05,21,,,
1433,14083219,YFRBTQ4zyhg5cvvj,Baby,0.0,2016-01-10 14:06:22,2016-01-10,14,,,
1434,14083219,xvNBzBKyd4UKDB5q,Baby,0.0,2016-01-05 23:54:16,2016-01-05,23,,,
1435,14083219,Aa2Mk95PrfThtwVj,Electronics,0.0,2016-01-03 05:25:36,2016-01-03,5,,,
1436,14083219,Rn9lP0OrqIH6zYiY,Toys and Games,1.0,2016-01-11 18:09:43,2016-01-11,18,4.0,,2016-01-12 04:27:07
1437,14083219,oZfQM8rCBwa9oo6K,Toys and Games,0.0,2016-01-14 05:43:07,2016-01-14,5,,,
1438,14083219,FS1Gt4W4QKm8qfDG,"Patio, Lawn and Garden",0.0,2016-01-01 23:40:58,2016-01-01,23,,2016-01-09,
